,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000004612,143.033359,-0.18225652,0.631168687,-0.288760397,0.77276474,0.956770584
ENSMUSG00000006463,116.3057098,-0.134941521,0.466614571,-0.289192686,0.772433928,0.956770584
ENSMUSG00000010057,403.2745087,-0.058061144,0.199467394,-0.291080878,0.770989464,0.956770584
ENSMUSG00000010097,6288.543334,-0.044696336,0.153347657,-0.291470617,0.770691413,0.956770584
ENSMUSG00000018040,905.5285387,0.041297456,0.140896402,0.293105118,0.769441805,0.956770584
ENSMUSG00000019996,111.0861487,0.096120527,0.32803465,0.293019432,0.769507299,0.956770584
ENSMUSG00000020120,552.5514098,0.146621026,0.504151156,0.290827512,0.771183243,0.956770584
ENSMUSG00000020454,842.2100518,0.044706281,0.154390011,0.289567186,0.772147374,0.956770584
ENSMUSG00000020788,3166.025455,0.079882682,0.276669331,0.288729803,0.772788154,0.956770584
ENSMUSG00000021303,124.3814236,0.217752402,0.740537823,0.294046293,0.768722529,0.956770584
ENSMUSG00000021610,1532.746762,0.038770091,0.133606481,0.290181214,0.771677607,0.956770584
ENSMUSG00000021708,44.35709926,-0.091122013,0.312596927,-0.291500028,0.770668922,0.956770584
ENSMUSG00000022412,552.4096244,0.064101234,0.217871987,0.294215127,0.768593522,0.956770584
ENSMUSG00000022781,5054.650626,-0.041651085,0.142334325,-0.292628536,0.769806099,0.956770584
ENSMUSG00000024072,748.5266136,-0.041971908,0.144592468,-0.290277277,0.771604121,0.956770584
ENSMUSG00000024472,830.4333919,0.067469039,0.233551258,0.288883217,0.772670747,0.956770584
ENSMUSG00000024858,5116.30497,-0.04256428,0.145004397,-0.293537856,0.769111068,0.956770584
ENSMUSG00000024965,2989.904555,-0.055236856,0.190062528,-0.29062465,0.771338406,0.956770584
ENSMUSG00000025010,129.6714684,-0.093647132,0.323714007,-0.289289713,0.772359684,0.956770584
ENSMUSG00000025144,149.7111469,-0.074187129,0.256048723,-0.289738327,0.772016433,0.956770584
ENSMUSG00000026166,76.76104065,0.185776438,0.63409762,0.292977661,0.769539227,0.956770584
ENSMUSG00000026187,299.3305157,-0.05778591,0.19652751,-0.294034713,0.768731378,0.956770584
ENSMUSG00000026219,5635.847735,0.068018577,0.232466356,0.292595361,0.76983146,0.956770584
ENSMUSG00000026771,348.5460441,-0.056207884,0.19462614,-0.288799255,0.772735002,0.956770584
ENSMUSG00000027198,568.9586666,-0.057664391,0.19799425,-0.291242755,0.770865665,0.956770584
ENSMUSG00000027472,531.0666032,-0.052520437,0.180630291,-0.290762068,0.771233298,0.956770584
ENSMUSG00000029672,1346.191072,0.040521095,0.140096549,0.289236926,0.772400076,0.956770584
ENSMUSG00000030591,1602.94856,0.046382388,0.15996726,0.289949253,0.771855061,0.956770584
ENSMUSG00000032097,9572.536227,0.041889346,0.144714469,0.289462043,0.772227823,0.956770584
ENSMUSG00000033157,176.8505367,0.055404274,0.190189292,0.291311215,0.770813311,0.956770584
ENSMUSG00000033446,156.2443835,-0.067350803,0.230510746,-0.29218075,0.770148429,0.956770584
ENSMUSG00000035142,31.98503199,-0.133492721,0.462249123,-0.288789559,0.772742422,0.956770584
ENSMUSG00000035569,7748.511639,-0.060575901,0.206551667,-0.29327239,0.769313956,0.956770584
ENSMUSG00000036707,3350.162822,0.034097117,0.117395201,0.290447286,0.771474073,0.956770584
ENSMUSG00000036822,1077.805395,0.055309467,0.19114213,0.289363035,0.772303579,0.956770584
ENSMUSG00000037940,6084.518839,0.054572713,0.186743622,0.292233344,0.770108219,0.956770584
ENSMUSG00000038174,268.3682755,-0.070822834,0.240572751,-0.294392584,0.768457933,0.956770584
ENSMUSG00000040435,7409.143487,-0.10430359,0.357356449,-0.291875495,0.77038182,0.956770584
ENSMUSG00000041258,1384.941276,-0.070531718,0.241086178,-0.292558117,0.769859932,0.956770584
ENSMUSG00000046010,321.976524,0.053923906,0.184153567,0.292820318,0.769659497,0.956770584
ENSMUSG00000046873,164.101422,0.059547793,0.203502694,0.292614273,0.769817003,0.956770584
ENSMUSG00000049643,323.3138933,0.061563413,0.211908002,0.290519527,0.771418814,0.956770584
ENSMUSG00000053091,148.2165865,0.087196087,0.298756008,0.291863879,0.770390702,0.956770584
ENSMUSG00000060279,986.5790271,0.074056493,0.251371384,0.294609878,0.768291915,0.956770584
ENSMUSG00000062822,1314.126068,-0.054561074,0.187539846,-0.290930571,0.77110442,0.956770584
ENSMUSG00000068742,586.053193,-0.050134892,0.172760603,-0.29019864,0.771664277,0.956770584
ENSMUSG00000070493,1809.35314,-0.050866692,0.174215287,-0.291976055,0.770304932,0.956770584
ENSMUSG00000073062,197.4360747,0.062132451,0.214522627,0.289631223,0.772098378,0.956770584
ENSMUSG00000074405,1141.366048,-0.075352546,0.25783199,-0.292254449,0.770092084,0.956770584
ENSMUSG00000074629,33.38468288,-0.223164172,0.759830503,-0.29370257,0.76898519,0.956770584
ENSMUSG00000079480,100.5793208,0.064471696,0.223197484,0.288854942,0.772692386,0.956770584
ENSMUSG00000089769,16.64636353,-0.164341838,0.563924665,-0.291425164,0.770726171,0.956770584
ENSMUSG00000091277,56.89038013,-0.091229763,0.315126451,-0.28950208,0.772197188,0.956770584
ENSMUSG00000096967,51.55991508,0.124194079,0.424917828,0.292277873,0.770074175,0.956770584
ENSMUSG00000097838,34.20198638,0.116117162,0.394657511,0.294222608,0.768587806,0.956770584
ENSMUSG00000097971,3421.41098,0.114339866,0.394575326,0.289779563,0.771984884,0.956770584
ENSMUSG00000102719,27.83875485,-0.126364875,0.437241338,-0.289004867,0.772577653,0.956770584
ENSMUSG00000111942,62.52343033,0.094339404,0.323167016,0.291921511,0.770346636,0.956770584
ENSMUSG00000017264,1049.017664,0.037322134,0.129469438,0.288269837,0.773140194,0.956822941
ENSMUSG00000019942,86.7921665,0.121453398,0.421218519,0.288338221,0.773087853,0.956822941
ENSMUSG00000020232,547.337982,-0.051042067,0.176987132,-0.288394228,0.773044986,0.956822941
ENSMUSG00000025792,110.3734655,-0.063321618,0.219649519,-0.288284803,0.773128739,0.956822941
ENSMUSG00000016528,4941.959033,0.04265876,0.148749138,0.286783238,0.774278298,0.956878816
ENSMUSG00000024867,77.4402737,-0.082497252,0.287220847,-0.28722585,0.773939394,0.956878816
ENSMUSG00000025571,2647.803314,-0.044328283,0.154469669,-0.286970788,0.774134687,0.956878816
ENSMUSG00000026565,1250.153981,-0.055661612,0.193776453,-0.287246522,0.773923567,0.956878816
ENSMUSG00000027660,10368.0978,0.061351636,0.213633733,0.287181405,0.773973424,0.956878816
ENSMUSG00000027959,39.882419,-0.114316903,0.397809625,-0.287365856,0.773832202,0.956878816
ENSMUSG00000029173,208.3931896,0.056585952,0.196430933,0.288070472,0.773292795,0.956878816
ENSMUSG00000030064,296.2183594,0.110016297,0.383852948,0.286610531,0.77441055,0.956878816
ENSMUSG00000034206,85.66753383,-0.082174287,0.285574854,-0.28775043,0.773537784,0.956878816
ENSMUSG00000036983,34.83518734,-0.144538215,0.502548659,-0.287610389,0.773644992,0.956878816
ENSMUSG00000044573,266.7251762,0.053777483,0.187841123,0.286292386,0.774654189,0.956878816
ENSMUSG00000056054,51.21088191,-0.222074172,0.775401624,-0.2863989,0.774572617,0.956878816
ENSMUSG00000056962,665.5008586,0.058642105,0.204028059,0.287421764,0.773789399,0.956878816
ENSMUSG00000068749,599.9366371,0.082593991,0.287689775,0.287093941,0.774040392,0.956878816
ENSMUSG00000076470,225.3827944,-0.097516127,0.339535839,-0.287204224,0.773955952,0.956878816
ENSMUSG00000078439,34.52160394,0.112475305,0.392873245,0.286289043,0.774656749,0.956878816
ENSMUSG00000086502,71.96665544,-0.112255025,0.391951015,-0.286400648,0.774571278,0.956878816
ENSMUSG00000097158,38.78228926,0.102901912,0.357965269,0.287463395,0.773757526,0.956878816
ENSMUSG00000097876,16.64596885,-0.155808451,0.544019489,-0.286402334,0.774569988,0.956878816
ENSMUSG00000090963,38.22540154,-0.134665789,0.470951039,-0.285944351,0.774920744,0.957109227
ENSMUSG00000017897,89.59572253,-0.150600631,0.528033791,-0.285210214,0.775483095,0.95724242
ENSMUSG00000021420,241.6853382,0.093156982,0.326580401,0.285249764,0.775452797,0.95724242
ENSMUSG00000025728,609.93837,-0.058550596,0.205087852,-0.285490316,0.775268523,0.95724242
ENSMUSG00000027652,1864.287147,-0.076583166,0.268327795,-0.285408993,0.775330818,0.95724242
ENSMUSG00000032806,357.2557385,0.054428483,0.190845386,0.285196745,0.775493414,0.95724242
ENSMUSG00000035212,416.2821623,-0.045569612,0.159613963,-0.285498907,0.775261941,0.95724242
ENSMUSG00000010048,226.0342687,-0.088358892,0.310554583,-0.284519686,0.77601215,0.9572879
ENSMUSG00000020415,447.1572509,0.056636498,0.199218202,0.284293789,0.776185245,0.9572879
ENSMUSG00000020948,664.3233739,0.055669805,0.195862469,0.284229058,0.776234848,0.9572879
ENSMUSG00000030042,891.7549835,-0.080735526,0.284093858,-0.284186101,0.776267767,0.9572879
ENSMUSG00000039911,621.0193004,-0.085983743,0.301963183,-0.284749094,0.775836375,0.9572879
ENSMUSG00000048100,257.6701782,-0.081782692,0.287014285,-0.284942933,0.775687863,0.9572879
ENSMUSG00000076494,31.14656031,-0.107959424,0.379924345,-0.284160321,0.776287522,0.9572879
ENSMUSG00000078622,692.8124365,-0.038996576,0.136979656,-0.284688813,0.775882562,0.9572879
ENSMUSG00000078942,319.7390154,-0.121019824,0.424578018,-0.285035539,0.775616915,0.9572879
ENSMUSG00000105107,61.62791197,-0.102236801,0.359814537,-0.284137494,0.776305014,0.9572879
ENSMUSG00000027248,4832.242985,-0.036845425,0.12972378,-0.284029844,0.77638751,0.957294089
ENSMUSG00000024537,178.24244,-0.094293416,0.332478044,-0.283607947,0.776710846,0.957501668
ENSMUSG00000034973,687.7554158,0.04990993,0.17597185,0.283624513,0.77669815,0.957501668
ENSMUSG00000001053,118.270756,-0.077302083,0.2768471,-0.27922302,0.780073678,0.9576149
ENSMUSG00000001380,940.2452142,0.062468987,0.223478581,0.279530085,0.779838054,0.9576149
ENSMUSG00000003752,256.7593595,0.053535608,0.189169013,0.28300411,0.777173686,0.9576149
ENSMUSG00000003808,791.5693026,0.045242694,0.162128792,0.279054039,0.780203354,0.9576149
ENSMUSG00000006010,189.9371562,-0.067876719,0.243835676,-0.278370746,0.780727774,0.9576149
ENSMUSG00000006095,398.7319039,-0.054473427,0.195088551,-0.279224109,0.780072843,0.9576149
ENSMUSG00000015083,39.37277172,0.107496412,0.383354973,0.280409592,0.779163279,0.9576149
ENSMUSG00000019039,573.6973296,-0.04249733,0.151341064,-0.280805014,0.778859958,0.9576149
ENSMUSG00000020021,240.7135501,-0.060148689,0.216258769,-0.278132947,0.780910305,0.9576149
ENSMUSG00000020572,4201.389452,-0.0636637,0.228051053,-0.279164246,0.780118781,0.9576149
ENSMUSG00000020657,408.6231384,0.064430523,0.228038067,0.282542839,0.777527304,0.9576149
ENSMUSG00000021111,2202.533028,0.045534993,0.162042672,0.281006183,0.778705657,0.9576149
ENSMUSG00000021124,556.3760467,0.043895006,0.155881584,0.28159199,0.778256383,0.9576149
ENSMUSG00000021816,1218.395102,0.032777331,0.117764999,0.278328288,0.780760363,0.9576149
ENSMUSG00000024069,132.3288326,-0.087375653,0.309318765,-0.282477699,0.777577244,0.9576149
ENSMUSG00000024099,606.5506118,0.04337941,0.153707006,0.282221423,0.777773733,0.9576149
ENSMUSG00000024697,19.72321421,-0.224043546,0.803388595,-0.278873197,0.780342139,0.9576149
ENSMUSG00000025410,1259.334692,-0.052787524,0.188004411,-0.280778116,0.77888059,0.9576149
ENSMUSG00000026111,647.8247436,0.045588106,0.161735433,0.28186839,0.778044428,0.9576149
ENSMUSG00000026245,309.8620902,-0.058911147,0.20789792,-0.283365736,0.776896491,0.9576149
ENSMUSG00000027185,555.1403267,-0.087953997,0.311467451,-0.282385836,0.777647674,0.9576149
ENSMUSG00000028452,4000.516548,0.038228731,0.135876789,0.2813485,0.778443114,0.9576149
ENSMUSG00000029504,487.7796412,0.042620654,0.152079677,0.280252136,0.779284069,0.9576149
ENSMUSG00000030301,91.01092389,-0.089994252,0.322792938,-0.278798703,0.78039931,0.9576149
ENSMUSG00000031732,318.3014191,0.056433,0.202449104,0.278751545,0.780435502,0.9576149
ENSMUSG00000032403,21.88195664,0.138735662,0.498273603,0.278432696,0.780680224,0.9576149
ENSMUSG00000034152,871.0109842,0.055769178,0.200059186,0.278763396,0.780426407,0.9576149
ENSMUSG00000035770,872.2391143,-0.063287424,0.226297332,-0.279664914,0.779734599,0.9576149
ENSMUSG00000038383,376.0548746,0.047097979,0.167657801,0.280917312,0.778773822,0.9576149
ENSMUSG00000038552,37.0387716,0.143506364,0.513666745,0.279376396,0.779955984,0.9576149
ENSMUSG00000038822,352.1547866,-0.052765532,0.189041206,-0.279121852,0.780151314,0.9576149
ENSMUSG00000039914,192.7666141,-0.071179687,0.25274973,-0.281621219,0.778233968,0.9576149
ENSMUSG00000040859,1606.508365,0.05058619,0.181529905,0.278665879,0.78050125,0.9576149
ENSMUSG00000041498,25.62415906,-0.142964238,0.506175028,-0.282440323,0.7776059,0.9576149
ENSMUSG00000046836,1184.192062,0.042039408,0.151033518,0.278344888,0.780747621,0.9576149
ENSMUSG00000047731,2168.334166,-0.036441694,0.129372364,-0.281680669,0.778188378,0.9576149
ENSMUSG00000048970,156.5779321,0.072160616,0.258820553,0.278805586,0.780394027,0.9576149
ENSMUSG00000050335,69.75238446,0.11378595,0.409041803,0.278176824,0.780876625,0.9576149
ENSMUSG00000051457,5577.905267,0.029580036,0.10587745,0.279379941,0.779953263,0.9576149
ENSMUSG00000054604,1878.705705,-0.0385659,0.137581915,-0.280312279,0.779237931,0.9576149
ENSMUSG00000058076,531.053077,0.052296814,0.185167354,0.282429991,0.777613821,0.9576149
ENSMUSG00000060301,319.4169642,-0.059696262,0.212197987,-0.281323413,0.778462354,0.9576149
ENSMUSG00000062040,58.54092258,0.112829356,0.401319243,0.281146141,0.778598312,0.9576149
ENSMUSG00000062611,41.25919368,-0.11244149,0.402910395,-0.279073191,0.780188657,0.9576149
ENSMUSG00000064043,442.4349106,0.099199351,0.352903235,0.281095045,0.778637502,0.9576149
ENSMUSG00000069727,33.40471763,0.112028057,0.395821747,0.283026533,0.777156498,0.9576149
ENSMUSG00000074283,32.28480116,-0.124622539,0.443956572,-0.280708851,0.77893372,0.9576149
ENSMUSG00000084314,21.14412868,0.163209927,0.585050975,0.27896702,0.780270134,0.9576149
ENSMUSG00000099647,33.35044831,0.10157605,0.364684641,0.278531197,0.78060462,0.9576149
ENSMUSG00000104913,87.22438492,-0.088691699,0.315699985,-0.280936659,0.778758983,0.9576149
ENSMUSG00000107331,55.9454617,-0.1025034,0.363595684,-0.281915889,0.778008006,0.9576149
ENSMUSG00000107383,452.1118762,-0.077018154,0.276022886,-0.279028145,0.780223225,0.9576149
ENSMUSG00000111118,27.11543401,-0.137691345,0.486374733,-0.283097242,0.777102296,0.9576149
ENSMUSG00000082691,42.23163875,-0.098542428,0.354607957,-0.277891193,0.781095885,0.95774742
ENSMUSG00000001525,6440.320373,0.036782344,0.132416627,0.277777384,0.781183253,0.957759503
ENSMUSG00000091086,1322.453057,0.074583631,0.268654263,0.277619385,0.78130455,0.957813177
ENSMUSG00000031907,15.8103922,-0.17937265,0.646347046,-0.277517551,0.781382731,0.95781399
ENSMUSG00000018412,3282.053961,0.031571495,0.115059909,0.274391793,0.783783549,0.957850867
ENSMUSG00000020843,248.4027375,0.05395674,0.195498951,0.275995037,0.782551878,0.957850867
ENSMUSG00000024130,830.6739434,-0.062747279,0.228665495,-0.274406415,0.783772314,0.957850867
ENSMUSG00000025178,1312.279157,0.037110621,0.133894374,0.277163411,0.781654634,0.957850867
ENSMUSG00000025785,243.0688758,-0.048696984,0.176841368,-0.275370998,0.783031224,0.957850867
ENSMUSG00000025980,1870.847772,0.077617735,0.282014514,0.275226032,0.783142589,0.957850867
ENSMUSG00000026094,8448.387032,-0.04710483,0.170378148,-0.276472253,0.782185368,0.957850867
ENSMUSG00000028134,807.4032709,-0.038867728,0.141618097,-0.274454531,0.783735342,0.957850867
ENSMUSG00000029234,700.6437439,0.039594469,0.144052731,0.274860942,0.783423076,0.957850867
ENSMUSG00000029823,5043.440462,0.04387146,0.15956785,0.274939219,0.783362936,0.957850867
ENSMUSG00000030272,27.52833293,-0.155366554,0.561267652,-0.276813662,0.78192319,0.957850867
ENSMUSG00000031590,716.3672508,-0.042816901,0.155553789,-0.275254633,0.783120617,0.957850867
ENSMUSG00000032480,1354.563594,0.037379144,0.13540792,0.276048433,0.782510867,0.957850867
ENSMUSG00000033458,97.53285547,-0.073833512,0.267141736,-0.276383291,0.782253689,0.957850867
ENSMUSG00000033526,158.0122902,-0.059863476,0.216071495,-0.277054019,0.781738628,0.957850867
ENSMUSG00000037062,1755.777139,0.031164723,0.113438273,0.274728473,0.783524854,0.957850867
ENSMUSG00000043683,777.9638678,-0.036934786,0.134336965,-0.274941349,0.783361299,0.957850867
ENSMUSG00000045538,157.6137996,0.066763788,0.241846644,0.27605836,0.782503242,0.957850867
ENSMUSG00000045996,112.3933415,0.106527756,0.387616798,0.274827502,0.783448768,0.957850867
ENSMUSG00000047719,161.9187855,-0.060991446,0.22158319,-0.275253035,0.783121844,0.957850867
ENSMUSG00000059278,69.23716456,-0.105349886,0.383998685,-0.274349602,0.78381597,0.957850867
ENSMUSG00000059555,816.3813544,-0.065099174,0.236405322,-0.275371019,0.783031207,0.957850867
ENSMUSG00000063694,560.3553747,0.074852765,0.271129237,0.276077806,0.782488307,0.957850867
ENSMUSG00000074582,1282.494311,0.036704157,0.133168715,0.275621473,0.782838815,0.957850867
ENSMUSG00000078249,69.17463356,-0.121237152,0.439938437,-0.27557754,0.782872563,0.957850867
ENSMUSG00000083283,36.93290953,0.111185578,0.404895403,0.274603213,0.783621098,0.957850867
ENSMUSG00000086158,17.48495386,0.177368078,0.640655322,0.276854139,0.781892108,0.957850867
ENSMUSG00000087153,52.59588581,0.090934523,0.32941037,0.276052399,0.782507821,0.957850867
ENSMUSG00000087672,86.46449066,-0.11700143,0.425572794,-0.27492695,0.783372362,0.957850867
ENSMUSG00000111793,52.40144284,0.095238348,0.345719297,0.275478831,0.782948388,0.957850867
ENSMUSG00000114584,40.99968574,-0.142842322,0.516144503,-0.276748704,0.781973072,0.957850867
ENSMUSG00000006517,174.6502163,-0.076870278,0.282326406,-0.27227449,0.785410969,0.958347004
ENSMUSG00000006519,1764.754772,0.054277258,0.199095963,0.272618574,0.785146432,0.958347004
ENSMUSG00000020864,706.0678314,-0.044262651,0.162873274,-0.271761289,0.785805572,0.958347004
ENSMUSG00000021012,1335.458811,0.044928291,0.164460942,0.273185171,0.784710878,0.958347004
ENSMUSG00000022009,321.1577309,-0.050000232,0.183954066,-0.271808244,0.785769466,0.958347004
ENSMUSG00000027950,72.5135789,-0.086402787,0.317875178,-0.271813571,0.785765369,0.958347004
ENSMUSG00000028069,135.4476577,-0.128300692,0.4693666,-0.273348577,0.784585277,0.958347004
ENSMUSG00000028175,16.97140799,0.148687489,0.54324758,0.273701154,0.784314291,0.958347004
ENSMUSG00000028551,107.4903729,-0.067226795,0.247427921,-0.27170254,0.785850748,0.958347004
ENSMUSG00000029111,584.1170916,-0.038219352,0.140417186,-0.272184292,0.785480319,0.958347004
ENSMUSG00000031156,286.404897,-0.051973799,0.190751408,-0.272468756,0.785261612,0.958347004
ENSMUSG00000034154,1383.182704,0.041522526,0.151817263,0.273503326,0.784466336,0.958347004
ENSMUSG00000041278,496.9703015,0.042105495,0.154251785,0.272966012,0.784879342,0.958347004
ENSMUSG00000053877,196.2702202,0.059031676,0.217134859,0.271866415,0.785724736,0.958347004
ENSMUSG00000054766,2757.62287,-0.03600234,0.132429561,-0.271860297,0.78572944,0.958347004
ENSMUSG00000056055,39.79658989,0.11882686,0.435525768,0.272835429,0.784979724,0.958347004
ENSMUSG00000058135,22.00708285,-0.122599852,0.450633431,-0.272061154,0.785574998,0.958347004
ENSMUSG00000060743,2069.562799,-0.061256198,0.224140748,-0.273293447,0.784627652,0.958347004
ENSMUSG00000062997,1229.563555,-0.087815571,0.323053848,-0.271829515,0.78575311,0.958347004
ENSMUSG00000073411,47468.88408,0.059021215,0.216198647,0.272995301,0.784856828,0.958347004
ENSMUSG00000113061,177.0861586,-0.090722461,0.33291685,-0.272507867,0.785231543,0.958347004
ENSMUSG00000005823,687.5658749,-0.054297059,0.200227588,-0.271176711,0.786255124,0.958650909
ENSMUSG00000031933,4666.3601,-0.127210598,0.469085222,-0.271188671,0.786245926,0.958650909
ENSMUSG00000022255,1703.833701,0.040450057,0.149309213,0.270914677,0.786456657,0.958713214
ENSMUSG00000102302,106.9039075,0.098043357,0.361905798,0.270908501,0.786461406,0.958713214
ENSMUSG00000021900,333.3794381,-0.049732795,0.184008963,-0.270273765,0.786949647,0.959213755
ENSMUSG00000054008,985.8483859,0.03952999,0.146338773,0.270126568,0.787062883,0.95925715
ENSMUSG00000033685,6039.077353,0.066380811,0.246124559,0.269704134,0.78738788,0.959318977
ENSMUSG00000071037,43.67345937,0.093598554,0.346920817,0.269798032,0.787315637,0.959318977
ENSMUSG00000081357,56.69267902,-0.085026492,0.315313538,-0.269656964,0.787424172,0.959318977
ENSMUSG00000104030,17.66436391,-0.136161105,0.504831609,-0.269715887,0.787378837,0.959318977
ENSMUSG00000081094,84.13769093,0.105316414,0.390733539,0.269535126,0.787517915,0.959338594
ENSMUSG00000021693,630.3438886,-0.066078225,0.245623177,-0.26902276,0.787912168,0.959586195
ENSMUSG00000021978,1056.868912,0.03708553,0.137880725,0.268968199,0.787954155,0.959586195
ENSMUSG00000026439,946.4677553,0.054904731,0.204074692,0.269042329,0.787897109,0.959586195
ENSMUSG00000043929,243.4045717,0.057245354,0.213036797,0.268711109,0.788152003,0.959688062
ENSMUSG00000044149,508.322199,0.076489388,0.284709506,0.268657654,0.788193141,0.959688062
ENSMUSG00000055494,28.99800017,0.12281795,0.457637327,0.268373977,0.788411468,0.959815072
ENSMUSG00000055745,68.59820195,-0.119276049,0.444528678,-0.268320257,0.788452815,0.959815072
ENSMUSG00000029326,233.2193868,0.08668692,0.323635691,0.2678534,0.788812165,0.959893561
ENSMUSG00000031381,269.6025628,-0.070132767,0.261828729,-0.267857419,0.788809071,0.959893561
ENSMUSG00000040648,839.4860407,0.042354311,0.158137145,0.267832781,0.788828037,0.959893561
ENSMUSG00000045896,1347.666591,0.057385889,0.21406773,0.268073516,0.788642731,0.959893561
ENSMUSG00000027303,749.7800704,0.04124983,0.154115365,0.267655533,0.788964481,0.959937255
ENSMUSG00000037486,1724.58962,0.039301429,0.146969596,0.267411969,0.789151985,0.959937255
ENSMUSG00000039929,611.4906446,-0.05035554,0.188327762,-0.267382459,0.789174704,0.959937255
ENSMUSG00000096954,488.156061,0.069333704,0.259242196,0.267447602,0.789124552,0.959937255
ENSMUSG00000002379,191.7790258,0.060244376,0.227049906,0.265335392,0.790751102,0.95997852
ENSMUSG00000002546,1103.633149,-0.053363873,0.200805288,-0.265749339,0.790432262,0.95997852
ENSMUSG00000018068,243.5268706,0.061450123,0.230532545,0.266557256,0.78981007,0.95997852
ENSMUSG00000021326,1196.10326,-0.038625356,0.145254924,-0.265914259,0.790305243,0.95997852
ENSMUSG00000021481,368.390895,0.051261453,0.193609161,0.264767702,0.791188419,0.95997852
ENSMUSG00000022707,153.6428851,-0.092500561,0.348467381,-0.265449698,0.790663055,0.95997852
ENSMUSG00000023961,258.2822213,-0.054951579,0.207501847,-0.264824527,0.791144641,0.95997852
ENSMUSG00000024085,1189.334259,0.051860311,0.194745543,0.266297805,0.790009863,0.95997852
ENSMUSG00000025246,1641.486826,-0.052103611,0.196321584,-0.265399302,0.790701874,0.95997852
ENSMUSG00000026005,384.407776,-0.041121417,0.155307432,-0.264774303,0.791183334,0.95997852
ENSMUSG00000026020,1578.709772,0.081477868,0.306694927,0.265664218,0.790497824,0.95997852
ENSMUSG00000026643,854.3807381,-0.034763381,0.131323568,-0.264715476,0.791228654,0.95997852
ENSMUSG00000026924,2585.382963,0.05759809,0.217211015,0.265171129,0.790877635,0.95997852
ENSMUSG00000031754,794.0121718,-0.04658968,0.175380834,-0.265648642,0.79050982,0.95997852
ENSMUSG00000031776,1711.678298,-0.037386523,0.140732853,-0.26565597,0.790504176,0.95997852
ENSMUSG00000031931,165.9271293,0.05895496,0.222513193,0.264950401,0.791047671,0.95997852
ENSMUSG00000031993,454.5592421,-0.061157567,0.230129358,-0.265752998,0.790429444,0.95997852
ENSMUSG00000032113,44.33627667,-0.106650239,0.399795759,-0.266761807,0.789652562,0.95997852
ENSMUSG00000036959,288.8727356,-0.073344269,0.276409951,-0.265345977,0.790742949,0.95997852
ENSMUSG00000041215,567.8058969,0.043782085,0.164993905,0.265355771,0.790735405,0.95997852
ENSMUSG00000047959,279.7987321,0.081656395,0.307451037,0.265591541,0.790553801,0.95997852
ENSMUSG00000057191,264.7778613,-0.073601858,0.275472667,-0.267183886,0.789327582,0.95997852
ENSMUSG00000071661,27.58014546,0.107408575,0.405261653,0.265035131,0.790982399,0.95997852
ENSMUSG00000074890,162.4112708,-0.049324699,0.184838448,-0.266853023,0.789582328,0.95997852
ENSMUSG00000098332,20.91385258,0.167167019,0.626833671,0.266684811,0.789711849,0.95997852
ENSMUSG00000117484,19.32351552,-0.127433594,0.480083757,-0.265440337,0.790670266,0.95997852
ENSMUSG00000098274,24.6166381,-0.114598153,0.433329975,-0.264459326,0.791426002,0.96012368
ENSMUSG00000034892,9478.688063,-0.092430451,0.349910579,-0.264154492,0.791660876,0.960314332
ENSMUSG00000022992,663.0803287,-0.039593287,0.150071741,-0.263829067,0.791911636,0.960376647
ENSMUSG00000044224,455.3615126,-0.041780192,0.158447745,-0.263684358,0.792023149,0.960376647
ENSMUSG00000057440,563.5542536,0.087374162,0.331343405,0.263696697,0.792013641,0.960376647
ENSMUSG00000071715,809.4582264,0.056326384,0.213586311,0.263717201,0.79199784,0.960376647
ENSMUSG00000040481,3727.033863,0.038098755,0.144569713,0.263532062,0.792140515,0.960424708
ENSMUSG00000022791,1089.912146,0.050610693,0.192301406,0.263184207,0.792408603,0.960655484
ENSMUSG00000028180,694.1663789,-0.055854152,0.212695863,-0.262601025,0.79285811,0.961011851
ENSMUSG00000040234,246.5198627,-0.055091975,0.209752917,-0.262651771,0.792818993,0.961011851
ENSMUSG00000019303,31.72597056,-0.10082975,0.384862568,-0.261988975,0.793329942,0.961018114
ENSMUSG00000020893,7227.046741,0.076943845,0.293363095,0.262281949,0.793104077,0.961018114
ENSMUSG00000027863,8367.213392,0.066496048,0.253608392,0.262199714,0.793167474,0.961018114
ENSMUSG00000029868,20.07784615,-0.162421819,0.618962353,-0.262409851,0.793005479,0.961018114
ENSMUSG00000031479,498.9531002,-0.041827439,0.15964699,-0.261999547,0.793321792,0.961018114
ENSMUSG00000070953,121.9213337,-0.055942873,0.213499608,-0.26202799,0.793299863,0.961018114
ENSMUSG00000014633,57.18401182,0.102723153,0.392440502,0.261754718,0.793510552,0.961048459
ENSMUSG00000022913,121.2834222,-0.056741385,0.216720689,-0.261818035,0.793461734,0.961048459
ENSMUSG00000004393,689.9749996,0.045953281,0.175844267,0.261329423,0.793838478,0.961119963
ENSMUSG00000020230,207.1948392,-0.094668599,0.362452302,-0.261189124,0.793946665,0.961119963
ENSMUSG00000029066,277.9011253,0.053993821,0.20673525,0.261173751,0.793958519,0.961119963
ENSMUSG00000033763,30.5214575,-0.135755642,0.519335516,-0.261402577,0.79378207,0.961119963
ENSMUSG00000094840,79.69279937,0.078476807,0.300350209,0.261284342,0.79387324,0.961119963
